player_matchName,player_playerId,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
S. Kopásek,b63yq9pfi4e8ksbtw4rh784yc,c6q7rcydz4bslvyiw1l9nb9vq,5,1,Substitute,NaN,Defender,22,NaN,5,1,11,2,NaN,11,24,12,45,11,3,4,12,7,8,NaN,NaN,NaN,2,1,NaN,1,1,3,3,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,343,1,FC Košice vs Žilina,dn8guz1v273r4ol3cd0hvo2l0,2024-09-21,5,SVK,1_liga
M. Sauer,dgkk1v0my1dy8wk18uamcuwwk,c6q7rcydz4bslvyiw1l9nb9vq,2,NaN,Substitute,NaN,Midfielder,8,2,NaN,4,4,NaN,NaN,5,10,4,18,4,2,2,9,4,6,2,NaN,2,2,1,2,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,FC Košice vs Žilina,dn8guz1v273r4ol3cd0hvo2l0,2024-09-21,6,SVK,1_liga
A. Stojchevski,1ay3ef800f635ki7nks9w9re,c6q7rcydz4bslvyiw1l9nb9vq,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,343,NaN,FC Košice vs Žilina,dn8guz1v273r4ol3cd0hvo2l0,2024-09-21,NaN,SVK,1_liga
M. Junas,1xq8r9g0n0zp1augg3wrihlg5,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Goalkeeper,Centre,NaN,12,NaN,NaN,NaN,11,NaN,NaN,5,18,14,90,15,3,8,8,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,6,SVK,1_liga
M. Černek,as9w12k4pcyxfkpuvtld9skph,8z6b1xgghbcalbv9dg1jcmb5k,5,2,Defender,Left,NaN,25,NaN,6,3,11,5,NaN,14,37,16,90,19,7,7,24,11,14,NaN,1,NaN,1,1,3,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,1,1,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,21,SVK,1_liga
O. Podhorín,b0mehh1xcp7wkpb0u9oefyr4l,8z6b1xgghbcalbv9dg1jcmb5k,3,2,Defender,Left/Centre,NaN,23,NaN,5,NaN,26,2,NaN,5,31,29,90,17,2,3,10,1,2,NaN,4,NaN,1,1,NaN,1,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,9,SVK,1_liga
M. Hrádecký,eic5aqr8l99rhm9udams7dlg5,8z6b1xgghbcalbv9dg1jcmb5k,1,1,Defender,Centre/Right,NaN,43,NaN,5,NaN,22,3,NaN,23,50,24,90,34,10,6,28,11,12,NaN,1,NaN,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,7,SVK,1_liga
A. Morong,alnhvswa0mkn6ls9x2fomlexh,8z6b1xgghbcalbv9dg1jcmb5k,3,1,Defender,Right,NaN,26,4,7,13,9,2,3,19,33,12,90,16,5,4,27,12,16,NaN,NaN,1,2,2,5,2,NaN,1,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,17,SVK,1_liga
M. Mášík,417pgu52k0kpuqk56tp11wzu2,8z6b1xgghbcalbv9dg1jcmb5k,5,1,Defensive Midfielder,Left/Centre,NaN,24,NaN,8,4,5,NaN,NaN,22,31,5,90,15,11,6,30,12,17,NaN,2,NaN,5,2,1,2,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,8,SVK,1_liga
M. Nagy,1c2chlc4b6b98wmjqmfwul711,8z6b1xgghbcalbv9dg1jcmb5k,3,NaN,Defensive Midfielder,Centre/Right,NaN,31,2,8,NaN,15,2,1,16,38,18,90,14,4,4,20,8,11,1,NaN,1,2,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,11,SVK,1_liga
R. Matějov,j71l4z2mfwicz99tib9b71zp,8z6b1xgghbcalbv9dg1jcmb5k,2,NaN,Attacking Midfielder,Left,NaN,25,NaN,2,11,10,3,NaN,21,32,12,85,7,4,5,32,11,15,3,NaN,4,2,NaN,7,NaN,1,2,1,NaN,NaN,2,NaN,NaN,4,2,1,1,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,14,SVK,1_liga
Davi Alves,33bi7y8jn984bxktox4xmmw44,8z6b1xgghbcalbv9dg1jcmb5k,7,2,Attacking Midfielder,Centre,NaN,12,NaN,3,3,3,2,NaN,10,16,4,73,6,2,3,14,10,12,1,NaN,1,NaN,NaN,1,NaN,2,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,1,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,11,SVK,1_liga
L. Leginus,4i7dd05oy00jxibiziqxkc9d6,8z6b1xgghbcalbv9dg1jcmb5k,8,4,Attacking Midfielder,Right,NaN,11,2,7,NaN,1,1,1,10,15,1,85,2,1,2,15,9,11,1,1,1,1,1,1,1,1,5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,8,SVK,1_liga
M. Fábry,eh68vlclvqqtjt3it7sk0y8rt,8z6b1xgghbcalbv9dg1jcmb5k,5,3,Striker,Centre,NaN,3,NaN,4,NaN,1,NaN,NaN,3,6,2,56,2,1,1,5,1,3,NaN,4,NaN,1,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,5,SVK,1_liga
S. Emmanuel,2ngonbhh12w5z33vqpn8t10k4,8z6b1xgghbcalbv9dg1jcmb5k,1,NaN,Substitute,NaN,Defender,NaN,1,1,1,NaN,NaN,NaN,NaN,1,NaN,5,1,NaN,NaN,2,NaN,1,NaN,1,NaN,NaN,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,3,SVK,1_liga
A. Gaži,218jan56ksky7oqrakbci8962,8z6b1xgghbcalbv9dg1jcmb5k,4,1,Substitute,NaN,Midfielder,10,1,3,1,3,NaN,NaN,7,11,3,34,3,1,1,9,7,7,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,4,SVK,1_liga
M. Hollý,53wk65c7o2wgykzq7q2e4n4h6,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
L. Hroššo,ch6on1y60ysoeet0u3tgowafp,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
A. Kopas,elzmfhikf7pi2pofuu2zd933d,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
M. Ranko,9n6cczdnnmgfvhgxk6wqfob11,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
J. Vlasko,a2hptjjaufyagci1guclx68d1,8z6b1xgghbcalbv9dg1jcmb5k,1,NaN,Substitute,NaN,Attacker,11,NaN,1,5,3,1,NaN,10,11,3,17,3,1,3,13,7,7,NaN,NaN,1,2,NaN,2,NaN,NaN,4,NaN,1,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,4,SVK,1_liga
Y. Yao,cajlkem80tfpzbn2sny7ek8kq,8z6b1xgghbcalbv9dg1jcmb5k,NaN,NaN,Substitute,NaN,Midfielder,3,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,5,NaN,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4231,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,2,SVK,1_liga
A. Popović,eje5qbwydavpurasv1lyw5xih,7o9tba6opekhoz7pcuq8gm93m,NaN,NaN,Goalkeeper,Centre,NaN,24,NaN,1,1,28,1,NaN,2,32,33,90,14,4,5,7,NaN,4,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,10,SVK,1_liga
Mateus Brunetti,9tfmx1skw0vk1di55lbxhkyjt,7o9tba6opekhoz7pcuq8gm93m,5,2,Defender,Left/Centre,NaN,56,1,7,1,42,5,NaN,18,67,43,90,31,13,8,28,8,14,1,5,1,3,4,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,13,SVK,1_liga
T. Kacharaba,1gq668oo73fi2nyyrjol7axud,7o9tba6opekhoz7pcuq8gm93m,1,1,Defender,Centre,NaN,77,NaN,2,NaN,66,4,NaN,12,82,69,90,24,5,6,15,3,5,NaN,1,NaN,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,6,SVK,1_liga
P. Ortíz,7eb63uicl4nz306gu2pmpry1g,7o9tba6opekhoz7pcuq8gm93m,4,1,Defender,Centre/Right,NaN,39,NaN,3,1,35,1,NaN,8,42,35,85,9,4,4,11,1,4,NaN,1,NaN,3,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,4,SVK,1_liga
Alex Méndez,b1o797a6gxohsv92t5ebw4lm2,7o9tba6opekhoz7pcuq8gm93m,3,NaN,Wing Back,Left,NaN,21,1,2,1,13,3,NaN,9,24,14,45,6,4,3,11,4,5,NaN,1,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,1,1,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,5,SVK,1_liga
L. Bősze,d4k91nsdr9bwivcca7naey8lw,7o9tba6opekhoz7pcuq8gm93m,4,1,Wing Back,Right,NaN,4,1,3,NaN,2,1,NaN,2,7,3,45,4,1,1,4,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,7,SVK,1_liga
Ammar Ramadan,efjgg9qr6hdz7ufboa07q5y7e,7o9tba6opekhoz7pcuq8gm93m,6,NaN,Midfielder,Left/Centre,NaN,14,4,7,5,8,5,2,7,21,12,66,7,3,7,14,4,5,2,1,3,1,1,3,1,1,2,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,15,SVK,1_liga
M. Bajo,cz8rap253qxnx9l0g1sj6dt04,7o9tba6opekhoz7pcuq8gm93m,5,2,Midfielder,Centre,NaN,32,1,2,NaN,15,2,NaN,17,41,16,90,14,12,6,25,10,14,NaN,1,NaN,4,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,11,SVK,1_liga
C. Herc,12395z7ydxxjuz4sj034ane21,7o9tba6opekhoz7pcuq8gm93m,8,1,Midfielder,Centre/Right,NaN,32,1,6,4,11,1,NaN,24,41,13,90,17,7,8,32,9,14,NaN,2,NaN,7,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,13,SVK,1_liga
M. Trusa,du28e4s5bntunw94yzsdh4acq,7o9tba6opekhoz7pcuq8gm93m,5,1,Striker,Left/Centre,NaN,12,1,5,NaN,2,1,NaN,10,15,3,90,5,1,1,12,5,6,2,2,2,NaN,1,NaN,1,2,5,2,NaN,NaN,NaN,NaN,NaN,1,1,1,1,532,1,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,9,SVK,1_liga
F. Bassey,6ynddvrfay02kkirltpn68s4q,7o9tba6opekhoz7pcuq8gm93m,2,1,Striker,Centre/Right,NaN,3,2,1,1,1,NaN,1,2,4,2,45,2,1,1,2,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,3,4,3,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,5,SVK,1_liga
Y. Andzouana,a3x1zd1zarf5tuualhfdy47h1,7o9tba6opekhoz7pcuq8gm93m,3,NaN,Substitute,NaN,Defender,16,1,4,4,11,NaN,NaN,7,21,12,45,11,3,5,12,1,4,1,NaN,2,4,NaN,2,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,9,SVK,1_liga
M. Csinger,2rq9bdoqppx3thlsm79j2i0ru,7o9tba6opekhoz7pcuq8gm93m,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
D. Redzic,dphjm5otyeb004tqonfbbct90,7o9tba6opekhoz7pcuq8gm93m,5,2,Substitute,NaN,Attacker,2,1,2,NaN,NaN,2,NaN,2,5,2,45,3,NaN,2,3,2,2,1,NaN,1,NaN,NaN,NaN,NaN,4,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,532,2,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,7,SVK,1_liga
Á. Szendrei,nxz62x5gfz3d8hxqoon6lv1m,7o9tba6opekhoz7pcuq8gm93m,1,NaN,Substitute,NaN,Attacker,3,2,1,NaN,1,1,1,2,3,1,5,1,NaN,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,1,SVK,1_liga
B. Száraz,18rnr89ksw4jhunbs92i73ch5,7o9tba6opekhoz7pcuq8gm93m,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
M. Tuboly,5keqk0houbdodlxfqfyldzhuc,7o9tba6opekhoz7pcuq8gm93m,3,NaN,Substitute,NaN,Midfielder,5,NaN,NaN,NaN,3,1,NaN,2,6,4,24,NaN,1,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,1,SVK,1_liga
R. Yapi,1txv3b9y7h3du9d5bbblg0vai,7o9tba6opekhoz7pcuq8gm93m,5,2,Substitute,NaN,Defender,9,2,2,2,3,2,NaN,7,14,5,45,6,2,4,12,1,3,NaN,1,NaN,1,NaN,3,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,10,SVK,1_liga
Filipe,17v4rpvw3iff0o0q3xuqnesd0,7o9tba6opekhoz7pcuq8gm93m,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,532,NaN,Skalica vs DAC 1904,do0lpxbkv1a37avxi4zyr86j8,2024-09-21,NaN,SVK,1_liga
J. Trefil,cvo0ntf61ftrdre8w3nskgo6i,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Goalkeeper,Centre,NaN,9,1,1,NaN,10,1,1,9,14,13,90,24,14,8,18,7,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,12,SVK,1_liga
B. Sluka,da7pshxb9iy4edmooaxbebmjt,a5t4sy4a6qkknlm03h6e2jq39,1,NaN,Defender,Left,NaN,5,NaN,4,4,3,NaN,NaN,5,12,6,62,6,3,NaN,11,4,7,2,2,2,NaN,1,NaN,1,1,2,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,11,SVK,1_liga
O. Rudzan,mo16pn32yf5nyghy8un8jkh6,a5t4sy4a6qkknlm03h6e2jq39,3,2,Defender,Left/Centre,NaN,15,NaN,2,NaN,13,1,NaN,3,19,15,90,7,NaN,2,5,2,3,NaN,1,NaN,1,1,NaN,1,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,4,SVK,1_liga
R. Pillár,47b72vxpquq1a5sbncfp2c72t,a5t4sy4a6qkknlm03h6e2jq39,3,3,Defender,Centre/Right,NaN,21,NaN,5,NaN,16,2,NaN,7,25,18,90,14,3,2,9,2,3,NaN,3,NaN,NaN,3,NaN,3,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,4,SVK,1_liga
T. Diviš,3qo7iqjxphhddtitrym7lb8tm,a5t4sy4a6qkknlm03h6e2jq39,8,3,Defender,Right,NaN,15,3,8,3,10,1,NaN,5,24,13,90,15,5,3,16,3,8,NaN,2,NaN,2,1,5,1,1,1,1,,NaN,NaN,NaN,,1,1,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,20,SVK,1_liga
D. Žák,60hb2iku0p4coba4zext3t53o,a5t4sy4a6qkknlm03h6e2jq39,5,NaN,Defensive Midfielder,Left/Centre,NaN,20,4,11,3,5,2,2,15,25,7,90,16,9,6,18,12,14,1,1,1,4,1,NaN,1,NaN,1,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,11,SVK,1_liga
D. Ožvolda,9sx1lk7tzcdqeoje9ix93hiw9,a5t4sy4a6qkknlm03h6e2jq39,3,NaN,Defensive Midfielder,Centre/Right,NaN,12,2,2,NaN,7,2,NaN,8,16,8,72,8,6,3,12,3,6,1,NaN,1,1,2,1,2,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,7,SVK,1_liga
N. Tamás,66yrr8le38s34bbh7ga38cmsq,a5t4sy4a6qkknlm03h6e2jq39,8,2,Attacking Midfielder,Left,NaN,11,3,3,1,2,NaN,2,9,15,3,72,5,NaN,1,12,7,10,1,NaN,1,1,NaN,NaN,NaN,2,3,NaN,,NaN,NaN,NaN,,NaN,NaN,1,1,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,9,SVK,1_liga
J. Špyrka,39fyeup5b7tx2b4p2kx1sllnt,a5t4sy4a6qkknlm03h6e2jq39,6,NaN,Attacking Midfielder,Centre,NaN,9,1,NaN,NaN,1,2,NaN,8,15,2,62,10,4,4,13,5,8,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,10,SVK,1_liga
Š. Šmehyl,175c3vqpypkfz0of6hf2kdtxx,a5t4sy4a6qkknlm03h6e2jq39,7,2,Attacking Midfielder,Right,NaN,17,NaN,7,5,10,1,NaN,12,30,13,90,12,3,4,25,6,11,NaN,5,2,2,1,4,1,2,1,1,,1,1,1,,4,3,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,21,SVK,1_liga
P. Voleský,cus5c286jpit596ebioe104q1,a5t4sy4a6qkknlm03h6e2jq39,5,3,Striker,Centre,NaN,5,1,4,NaN,2,NaN,1,4,9,4,84,3,NaN,2,6,4,6,1,1,1,NaN,NaN,NaN,NaN,1,3,1,,2,NaN,NaN,,NaN,NaN,NaN,NaN,4231,2,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,5,SVK,1_liga
F. Dlubáč,9jd3voo6k9idhimulhfsn46sq,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,NaN,SVK,1_liga
G. Ganbold,bvo8hf08p2eno9oldufqfbgtl,a5t4sy4a6qkknlm03h6e2jq39,2,1,Substitute,NaN,Attacker,5,NaN,2,NaN,2,NaN,NaN,3,9,2,28,3,NaN,NaN,7,1,5,NaN,NaN,NaN,NaN,1,NaN,1,1,3,1,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,4,SVK,1_liga
G. Nagy,efwe1iz2sw71b76qpnvxlnoid,a5t4sy4a6qkknlm03h6e2jq39,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,NaN,SVK,1_liga
C. Bayemi,5zqj5ku1wjsng69lrfrgsy3je,a5t4sy4a6qkknlm03h6e2jq39,2,NaN,Substitute,NaN,Attacker,8,1,1,2,3,NaN,NaN,6,8,3,28,1,NaN,2,7,5,5,NaN,NaN,NaN,2,NaN,2,NaN,NaN,2,NaN,,NaN,1,NaN,,1,1,NaN,NaN,4231,NaN,Komárno vs Trenčín,doenrly24r4u9mvnennza189g,2024-09-21,4,SVK,1_liga
